Date,State/Territory,Barrels (Thousands)
1/1/2017,Oklahoma,399
1/1/2017,Pennsylvania,16
1/1/2017,South Dakota,4
1/1/2017,Tennessee,1
1/1/2017,Texas,3185
1/1/2017,U.S. Crude Oil ,8840
1/1/2017,Utah,86
1/1/2017,Virginia,0
1/1/2017,West Virginia,22
1/1/2017,Wyoming,185
2/1/2017,Alabama,20
2/1/2017,Alaska,513
2/1/2017,Arizona,0
2/1/2017,Arkansas,15
2/1/2017,California,495
2/1/2017,Colorado,298
2/1/2017,Federal Offshore Gulf of Mexico Crude Oil,1753
2/1/2017,Federal Offshore Pacific Crude Oil,16
2/1/2017,Florida,5
2/1/2017,Idaho,0
2/1/2017,Illinois,24
2/1/2017,Indiana,5
2/1/2017,Kansas,103
2/1/2017,Kentucky,4
2/1/2017,Louisiana,146
2/1/2017,Michigan,14
2/1/2017,Mississippi,50
2/1/2017,Missouri,0
2/1/2017,Montana,59
2/1/2017,Nebraska,6
2/1/2017,Nevada,1
2/1/2017,New Mexico,443
2/1/2017,New York,1
2/1/2017,North Dakota,1025
2/1/2017,Ohio,52
2/1/2017,Oklahoma,419
2/1/2017,Pennsylvania,15
2/1/2017,South Dakota,4
2/1/2017,Tennessee,1
2/1/2017,Texas,3294
2/1/2017,U.S. Crude Oil ,9083
2/1/2017,Utah,89
2/1/2017,Virginia,0
2/1/2017,West Virginia,24
2/1/2017,Wyoming,189
3/1/2017,Alabama,20
3/1/2017,Alaska,526
3/1/2017,Arizona,0
3/1/2017,Arkansas,15
3/1/2017,California,480
3/1/2017,Colorado,307
3/1/2017,Federal Offshore Gulf of Mexico Crude Oil,1775
3/1/2017,Federal Offshore Pacific Crude Oil,16
3/1/2017,Florida,6
3/1/2017,Idaho,0
3/1/2017,Illinois,23
3/1/2017,Indiana,5
3/1/2017,Kansas,99
3/1/2017,Kentucky,8
3/1/2017,Louisiana,151
3/1/2017,Michigan,14
3/1/2017,Mississippi,51
3/1/2017,Missouri,0
3/1/2017,Montana,58
3/1/2017,Nebraska,6
3/1/2017,Nevada,1
3/1/2017,New Mexico,442
3/1/2017,New York,1
3/1/2017,North Dakota,1016
3/1/2017,Ohio,48
3/1/2017,Oklahoma,445
3/1/2017,Pennsylvania,16
3/1/2017,South Dakota,4
3/1/2017,Tennessee,1
3/1/2017,Texas,3290
3/1/2017,U.S. Crude Oil ,9140
3/1/2017,Utah,91
3/1/2017,Virginia,0
3/1/2017,West Virginia,22
3/1/2017,Wyoming,203
4/1/2017,Alabama,19
4/1/2017,Alaska,525
4/1/2017,Arizona,0
4/1/2017,Arkansas,15
4/1/2017,California,480
4/1/2017,Colorado,325
4/1/2017,Federal Offshore Gulf of Mexico Crude Oil,1663
4/1/2017,Federal Offshore Pacific Crude Oil,16
4/1/2017,Florida,6
4/1/2017,Idaho,0
4/1/2017,Illinois,23
4/1/2017,Indiana,5
4/1/2017,Kansas,99
4/1/2017,Kentucky,12
4/1/2017,Louisiana,149
4/1/2017,Michigan,14
4/1/2017,Mississippi,51
4/1/2017,Missouri,0
4/1/2017,Montana,57
4/1/2017,Nebraska,6
4/1/2017,Nevada,1
4/1/2017,New Mexico,447
4/1/2017,New York,1
4/1/2017,North Dakota,1040
4/1/2017,Ohio,47
4/1/2017,Oklahoma,442
4/1/2017,Pennsylvania,17
4/1/2017,South Dakota,4
4/1/2017,Tennessee,1
4/1/2017,Texas,3301
4/1/2017,U.S. Crude Oil ,9085
4/1/2017,Utah,91
4/1/2017,Virginia,0
4/1/2017,West Virginia,22
4/1/2017,Wyoming,204
5/1/2017,Alabama,19
5/1/2017,Alaska,508
5/1/2017,Arizona,0
5/1/2017,Arkansas,15
5/1/2017,California,478
5/1/2017,Colorado,343
5/1/2017,Federal Offshore Gulf of Mexico Crude Oil,1682
5/1/2017,Federal Offshore Pacific Crude Oil,16
5/1/2017,Florida,6
5/1/2017,Idaho,0
5/1/2017,Illinois,22
5/1/2017,Indiana,5
5/1/2017,Kansas,100
5/1/2017,Kentucky,5
5/1/2017,Louisiana,144
5/1/2017,Michigan,14
5/1/2017,Mississippi,50
5/1/2017,Missouri,0
5/1/2017,Montana,58
5/1/2017,Nebraska,6
5/1/2017,Nevada,1
5/1/2017,New Mexico,462
5/1/2017,New York,1
5/1/2017,North Dakota,1029
5/1/2017,Ohio,51
5/1/2017,Oklahoma,426
5/1/2017,Pennsylvania,16
5/1/2017,South Dakota,3
5/1/2017,Tennessee,1
5/1/2017,Texas,3388
5/1/2017,U.S. Crude Oil ,9168
5/1/2017,Utah,95
5/1/2017,Virginia,0
5/1/2017,West Virginia,24
5/1/2017,Wyoming,202
6/1/2017,Alabama,19
6/1/2017,Alaska,463
6/1/2017,Arizona,0
6/1/2017,Arkansas,14
6/1/2017,California,475
6/1/2017,Colorado,328
6/1/2017,Federal Offshore Gulf of Mexico Crude Oil,1631
6/1/2017,Federal Offshore Pacific Crude Oil,16
6/1/2017,Florida,5
6/1/2017,Idaho,0
6/1/2017,Illinois,23
6/1/2017,Indiana,5
6/1/2017,Kansas,101
6/1/2017,Kentucky,7
6/1/2017,Louisiana,141
6/1/2017,Michigan,14
6/1/2017,Mississippi,47
6/1/2017,Missouri,0
6/1/2017,Montana,58
6/1/2017,Nebraska,6
6/1/2017,Nevada,1
6/1/2017,New Mexico,444
6/1/2017,New York,1
6/1/2017,North Dakota,1023
6/1/2017,Ohio,50
6/1/2017,Oklahoma,442
6/1/2017,Pennsylvania,16
6/1/2017,South Dakota,4
6/1/2017,Tennessee,1
6/1/2017,Texas,3415
6/1/2017,U.S. Crude Oil ,9074
6/1/2017,Utah,97
6/1/2017,Virginia,0
6/1/2017,West Virginia,25
6/1/2017,Wyoming,202
7/1/2017,Alabama,18
7/1/2017,Alaska,423
7/1/2017,Arizona,0
7/1/2017,Arkansas,15
7/1/2017,California,482
7/1/2017,Colorado,352
7/1/2017,Federal Offshore Gulf of Mexico Crude Oil,1757
7/1/2017,Federal Offshore Pacific Crude Oil,16
7/1/2017,Florida,6
7/1/2017,Idaho,0
7/1/2017,Illinois,22
7/1/2017,Indiana,5
7/1/2017,Kansas,96
7/1/2017,Kentucky,4
7/1/2017,Louisiana,140
7/1/2017,Michigan,15
7/1/2017,Mississippi,47
7/1/2017,Missouri,0
7/1/2017,Montana,57
7/1/2017,Nebraska,4
7/1/2017,Nevada,1
7/1/2017,New Mexico,447
7/1/2017,New York,1
7/1/2017,North Dakota,1039
7/1/2017,Ohio,51
7/1/2017,Oklahoma,443
7/1/2017,Pennsylvania,20
7/1/2017,South Dakota,4
7/1/2017,Tennessee,1
7/1/2017,Texas,3442
7/1/2017,U.S. Crude Oil ,9230
7/1/2017,Utah,94
7/1/2017,Virginia,0
7/1/2017,West Virginia,25
7/1/2017,Wyoming,205
8/1/2017,Alabama,18
8/1/2017,Alaska,451
8/1/2017,Arizona,0
8/1/2017,Arkansas,14
8/1/2017,California,482
8/1/2017,Colorado,377
8/1/2017,Federal Offshore Gulf of Mexico Crude Oil,1717
8/1/2017,Federal Offshore Pacific Crude Oil,16
8/1/2017,Florida,5
8/1/2017,Idaho,0
8/1/2017,Illinois,23
8/1/2017,Indiana,5
8/1/2017,Kansas,99
8/1/2017,Kentucky,11
8/1/2017,Louisiana,141
8/1/2017,Michigan,15
8/1/2017,Mississippi,48
8/1/2017,Missouri,0
8/1/2017,Montana,57
8/1/2017,Nebraska,6
8/1/2017,Nevada,1
8/1/2017,New Mexico,458
8/1/2017,New York,1
8/1/2017,North Dakota,1079
8/1/2017,Ohio,53
8/1/2017,Oklahoma,467
8/1/2017,Pennsylvania,19
8/1/2017,South Dakota,4
8/1/2017,Tennessee,1
8/1/2017,Texas,3345
8/1/2017,U.S. Crude Oil ,9244
8/1/2017,Utah,97
8/1/2017,Virginia,0
8/1/2017,West Virginia,27
8/1/2017,Wyoming,208
9/1/2017,Alabama,18
9/1/2017,Alaska,482
9/1/2017,Arizona,0
9/1/2017,Arkansas,14
9/1/2017,California,469
9/1/2017,Colorado,399
9/1/2017,Federal Offshore Gulf of Mexico Crude Oil,1693
9/1/2017,Federal Offshore Pacific Crude Oil,15
9/1/2017,Florida,4
9/1/2017,Idaho,0
9/1/2017,Illinois,23
9/1/2017,Indiana,5
9/1/2017,Kansas,95
9/1/2017,Kentucky,7
9/1/2017,Louisiana,139
9/1/2017,Michigan,15
9/1/2017,Mississippi,49
9/1/2017,Missouri,0
9/1/2017,Montana,56
9/1/2017,Nebraska,6
9/1/2017,Nevada,1
9/1/2017,New Mexico,497
9/1/2017,New York,1
9/1/2017,North Dakota,1096
9/1/2017,Ohio,56
9/1/2017,Oklahoma,469
9/1/2017,Pennsylvania,19
9/1/2017,South Dakota,4
9/1/2017,Tennessee,1
9/1/2017,Texas,3525
9/1/2017,U.S. Crude Oil ,9495
9/1/2017,Utah,97
9/1/2017,Virginia,0
9/1/2017,West Virginia,26
9/1/2017,Wyoming,215
10/1/2017,Alabama,18
10/1/2017,Alaska,507
10/1/2017,Arizona,0
10/1/2017,Arkansas,14
10/1/2017,California,469
10/1/2017,Colorado,409
10/1/2017,Federal Offshore Gulf of Mexico Crude Oil,1477
10/1/2017,Federal Offshore Pacific Crude Oil,15
10/1/2017,Florida,5
10/1/2017,Idaho,0
10/1/2017,Illinois,22
10/1/2017,Indiana,5
10/1/2017,Kansas,97
10/1/2017,Kentucky,0
10/1/2017,Louisiana,135
10/1/2017,Michigan,15
10/1/2017,Mississippi,47
10/1/2017,Missouri,0
10/1/2017,Montana,55
10/1/2017,Nebraska,6
10/1/2017,Nevada,1
10/1/2017,New Mexico,519
10/1/2017,New York,1
10/1/2017,North Dakota,1184
10/1/2017,Ohio,54
10/1/2017,Oklahoma,497
10/1/2017,Pennsylvania,22
10/1/2017,South Dakota,4
10/1/2017,Tennessee,1
10/1/2017,Texas,3776
10/1/2017,U.S. Crude Oil ,9703
10/1/2017,Utah,97
10/1/2017,Virginia,0
10/1/2017,West Virginia,30
10/1/2017,Wyoming,221
11/1/2017,Alabama,18
11/1/2017,Alaska,510
11/1/2017,Arizona,0
11/1/2017,Arkansas,14
11/1/2017,California,468
11/1/2017,Colorado,421
11/1/2017,Federal Offshore Gulf of Mexico Crude Oil,1689
11/1/2017,Federal Offshore Pacific Crude Oil,15
11/1/2017,Florida,5
11/1/2017,Idaho,0
11/1/2017,Illinois,23
11/1/2017,Indiana,5
11/1/2017,Kansas,99
11/1/2017,Kentucky,8
11/1/2017,Louisiana,142
11/1/2017,Michigan,15
11/1/2017,Mississippi,48
11/1/2017,Missouri,0
11/1/2017,Montana,55
11/1/2017,Nebraska,6
11/1/2017,Nevada,1
11/1/2017,New Mexico,522
11/1/2017,New York,1
11/1/2017,North Dakota,1197
11/1/2017,Ohio,57
11/1/2017,Oklahoma,501
11/1/2017,Pennsylvania,21
11/1/2017,South Dakota,4
11/1/2017,Tennessee,1
11/1/2017,Texas,3903
11/1/2017,U.S. Crude Oil ,10103
11/1/2017,Utah,97
11/1/2017,Virginia,0
11/1/2017,West Virginia,32
11/1/2017,Wyoming,226
12/1/2017,Alabama,17
12/1/2017,Alaska,512
12/1/2017,Arizona,0
12/1/2017,Arkansas,14
12/1/2017,California,461
12/1/2017,Colorado,436
12/1/2017,Federal Offshore Gulf of Mexico Crude Oil,1576
12/1/2017,Federal Offshore Pacific Crude Oil,13
12/1/2017,Florida,5
12/1/2017,Idaho,0
12/1/2017,Illinois,23
12/1/2017,Indiana,5
12/1/2017,Kansas,92
12/1/2017,Kentucky,10
12/1/2017,Louisiana,138
12/1/2017,Michigan,15
12/1/2017,Mississippi,46
12/1/2017,Missouri,0
12/1/2017,Montana,54
12/1/2017,Nebraska,6
12/1/2017,Nevada,1
12/1/2017,New Mexico,537
12/1/2017,New York,1
12/1/2017,North Dakota,1183
12/1/2017,Ohio,53
12/1/2017,Oklahoma,504
12/1/2017,Pennsylvania,20
12/1/2017,South Dakota,3
12/1/2017,Tennessee,1
12/1/2017,Texas,3963
12/1/2017,U.S. Crude Oil ,10040
12/1/2017,Utah,94
12/1/2017,Virginia,0
12/1/2017,West Virginia,31
12/1/2017,Wyoming,225
1/1/2018,Alabama,16
1/1/2018,Alaska,508
1/1/2018,Arizona,0
1/1/2018,Arkansas,14
1/1/2018,California,463
1/1/2018,Colorado,436
1/1/2018,Federal Offshore Gulf of Mexico Crude Oil,1631
1/1/2018,Federal Offshore Pacific Crude Oil,14
1/1/2018,Florida,5
1/1/2018,Idaho,0
1/1/2018,Illinois,19
1/1/2018,Indiana,4
1/1/2018,Kansas,93
1/1/2018,Kentucky,2
1/1/2018,Louisiana,122
1/1/2018,Michigan,15
1/1/2018,Mississippi,45
1/1/2018,Missouri,0
1/1/2018,Montana,56
1/1/2018,Nebraska,5
1/1/2018,Nevada,1
1/1/2018,New Mexico,541
1/1/2018,New York,1
1/1/2018,North Dakota,1158
1/1/2018,Ohio,50
1/1/2018,Oklahoma,530
1/1/2018,Pennsylvania,17
1/1/2018,South Dakota,4
1/1/2018,Tennessee,1
1/1/2018,Texas,3894
1/1/2018,U.S. Crude Oil ,9995
1/1/2018,Utah,100
1/1/2018,Virginia,0
1/1/2018,West Virginia,28
1/1/2018,Wyoming,222
2/1/2018,Alabama,17
2/1/2018,Alaska,513
2/1/2018,Arizona,0
2/1/2018,Arkansas,14
2/1/2018,California,463
2/1/2018,Colorado,428
2/1/2018,Federal Offshore Gulf of Mexico Crude Oil,1704
2/1/2018,Federal Offshore Pacific Crude Oil,14
2/1/2018,Florida,5
2/1/2018,Idaho,0
2/1/2018,Illinois,22
2/1/2018,Indiana,5
2/1/2018,Kansas,96
2/1/2018,Kentucky,4
2/1/2018,Louisiana,131
2/1/2018,Michigan,15
2/1/2018,Mississippi,48
2/1/2018,Missouri,0
2/1/2018,Montana,56
2/1/2018,Nebraska,5
2/1/2018,Nevada,1
2/1/2018,New Mexico,586
2/1/2018,New York,1
2/1/2018,North Dakota,1151
2/1/2018,Ohio,54
2/1/2018,Oklahoma,527
2/1/2018,Pennsylvania,18
2/1/2018,South Dakota,4
2/1/2018,Tennessee,1
2/1/2018,Texas,4015
2/1/2018,U.S. Crude Oil ,10248
2/1/2018,Utah,100
2/1/2018,Virginia,0
2/1/2018,West Virginia,27
2/1/2018,Wyoming,223
3/1/2018,Alabama,17
3/1/2018,Alaska,512
3/1/2018,Arizona,0
3/1/2018,Arkansas,14
3/1/2018,California,462
3/1/2018,Colorado,428
3/1/2018,Federal Offshore Gulf of Mexico Crude Oil,1681
3/1/2018,Federal Offshore Pacific Crude Oil,16
3/1/2018,Florida,5
3/1/2018,Idaho,0
3/1/2018,Illinois,23
3/1/2018,Indiana,5
3/1/2018,Kansas,97
3/1/2018,Kentucky,12
3/1/2018,Louisiana,131
3/1/2018,Michigan,14
3/1/2018,Mississippi,47
3/1/2018,Missouri,0
3/1/2018,Montana,53
3/1/2018,Nebraska,6
3/1/2018,Nevada,1
3/1/2018,New Mexico,623
3/1/2018,New York,1
3/1/2018,North Dakota,1145
3/1/2018,Ohio,54
3/1/2018,Oklahoma,543
3/1/2018,Pennsylvania,18
3/1/2018,South Dakota,4
3/1/2018,Tennessee,1
3/1/2018,Texas,4185
3/1/2018,U.S. Crude Oil ,10461
3/1/2018,Utah,104
3/1/2018,Virginia,0
3/1/2018,West Virginia,29
3/1/2018,Wyoming,231
4/1/2018,Alabama,17
4/1/2018,Alaska,497
4/1/2018,Arizona,0
4/1/2018,Arkansas,14
4/1/2018,California,465
4/1/2018,Colorado,447
4/1/2018,Federal Offshore Gulf of Mexico Crude Oil,1583
4/1/2018,Federal Offshore Pacific Crude Oil,16
4/1/2018,Florida,5
4/1/2018,Idaho,0
4/1/2018,Illinois,22
4/1/2018,Indiana,4
4/1/2018,Kansas,97
4/1/2018,Kentucky,4
4/1/2018,Louisiana,128
4/1/2018,Michigan,13
4/1/2018,Mississippi,47
4/1/2018,Missouri,0
4/1/2018,Montana,54
4/1/2018,Nebraska,5
4/1/2018,Nevada,1
4/1/2018,New Mexico,650
4/1/2018,New York,1
4/1/2018,North Dakota,1211
4/1/2018,Ohio,54
4/1/2018,Oklahoma,531
4/1/2018,Pennsylvania,19
4/1/2018,South Dakota,4
4/1/2018,Tennessee,1
4/1/2018,Texas,4222
4/1/2018,U.S. Crude Oil ,10475
4/1/2018,Utah,103
4/1/2018,Virginia,0
4/1/2018,West Virginia,29
4/1/2018,Wyoming,232
5/1/2018,Alabama,16
5/1/2018,Alaska,496
5/1/2018,Arizona,0
5/1/2018,Arkansas,14
5/1/2018,California,464
5/1/2018,Colorado,447
5/1/2018,Federal Offshore Gulf of Mexico Crude Oil,1504
5/1/2018,Federal Offshore Pacific Crude Oil,15
5/1/2018,Florida,5
5/1/2018,Idaho,0
5/1/2018,Illinois,24
5/1/2018,Indiana,5
5/1/2018,Kansas,97
5/1/2018,Kentucky,7
5/1/2018,Louisiana,130
5/1/2018,Michigan,14
5/1/2018,Mississippi,48
5/1/2018,Missouri,0
5/1/2018,Montana,54
5/1/2018,Nebraska,5
5/1/2018,Nevada,1
5/1/2018,New Mexico,652
5/1/2018,New York,1
5/1/2018,North Dakota,1236
5/1/2018,Ohio,58
5/1/2018,Oklahoma,529
5/1/2018,Pennsylvania,19
5/1/2018,South Dakota,3
5/1/2018,Tennessee,1
5/1/2018,Texas,4245
5/1/2018,U.S. Crude Oil ,10443
5/1/2018,Utah,97
5/1/2018,Virginia,0
5/1/2018,West Virginia,29
5/1/2018,Wyoming,228
6/1/2018,Alabama,16
6/1/2018,Alaska,451
6/1/2018,Arizona,0
6/1/2018,Arkansas,14
6/1/2018,California,462
6/1/2018,Colorado,423
6/1/2018,Federal Offshore Gulf of Mexico Crude Oil,1658
6/1/2018,Federal Offshore Pacific Crude Oil,15
6/1/2018,Florida,5
6/1/2018,Idaho,0
6/1/2018,Illinois,23
6/1/2018,Indiana,5
6/1/2018,Kansas,96
6/1/2018,Kentucky,9
6/1/2018,Louisiana,129
6/1/2018,Michigan,15
6/1/2018,Mississippi,47
6/1/2018,Missouri,0
6/1/2018,Montana,52
6/1/2018,Nebraska,5
6/1/2018,Nevada,1
6/1/2018,New Mexico,657
6/1/2018,New York,1
6/1/2018,North Dakota,1220
6/1/2018,Ohio,65
6/1/2018,Oklahoma,526
6/1/2018,Pennsylvania,18
6/1/2018,South Dakota,4
6/1/2018,Tennessee,1
6/1/2018,Texas,4410
6/1/2018,U.S. Crude Oil ,10674
6/1/2018,Utah,94
6/1/2018,Virginia,0
6/1/2018,West Virginia,30
6/1/2018,Wyoming,226
